"Plot Title: MSLE"
"#","Date Time, GMT-04:00","Low Range, μS/cm (LGR S/N: 20370967_duplicate_duplicate, SEN S/N: 20370967)","High Range, μS/cm (LGR S/N: 20370967_duplicate_duplicate, SEN S/N: 20370967)","Temp, °C (LGR S/N: 20370967_duplicate_duplicate, SEN S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)","Coupler Detached (LGR S/N: 20370967)","Coupler Attached (LGR S/N: 20370967)","Stopped (LGR S/N: 20370967)","End Of File (LGR S/N: 20370967)"
1,07/09/18 11:59:04 AM,82.1,106.9,20.94,,,,,,,,
2,07/09/18 11:59:20 AM,,,,,,,,Logged,,,
3,07/09/18 12:29:04 PM,5384.9,5476.5,20.39,,,,,,,,
4,07/09/18 12:59:04 PM,5322.4,5408.4,20.26,,,,,,,,
5,07/09/18 01:29:04 PM,5307.2,5391.6,20.20,,,,,,,,
6,07/09/18 01:59:04 PM,5297.9,5383.2,20.18,,,,,,,,
7,07/09/18 02:29:04 PM,5293.3,5378.0,20.15,,,,,,,,
8,07/09/18 02:59:04 PM,5289.3,5374.1,20.13,,,,,,,,
9,07/09/18 03:29:04 PM,5283.4,5370.3,20.12,,,,,,,,
10,07/09/18 03:59:04 PM,5279.4,5365.7,20.11,,,,,,,,
11,07/09/18 04:29:04 PM,5276.1,5361.9,20.10,,,,,,,,
12,07/09/18 04:59:04 PM,5275.4,5358.0,20.09,,,,,,,,
13,07/09/18 05:29:04 PM,5271.5,5355.4,20.08,,,,,,,,
14,07/09/18 05:59:04 PM,5269.5,5351.5,20.07,,,,,,,,
15,07/09/18 06:29:04 PM,5265.5,5350.2,20.05,,,,,,,,
16,07/09/18 06:59:04 PM,5265.5,5347.0,20.04,,,,,,,,
17,07/09/18 07:29:04 PM,5261.6,5344.4,20.04,,,,,,,,
18,07/09/18 07:59:04 PM,5264.2,5342.5,20.03,,,,,,,,
19,07/09/18 08:29:04 PM,5257.6,5339.2,20.02,,,,,,,,
20,07/09/18 08:59:04 PM,5257.6,5337.9,20.01,,,,,,,,
21,07/09/18 09:29:04 PM,5256.3,5335.4,20.01,,,,,,,,
22,07/09/18 09:59:04 PM,5253.7,5333.4,20.00,,,,,,,,
23,07/09/18 10:29:04 PM,5256.3,5332.8,19.98,,,,,,,,
24,07/09/18 10:59:04 PM,5253.0,5331.5,19.98,,,,,,,,
25,07/09/18 11:29:04 PM,5252.3,5330.8,19.97,,,,,,,,
26,07/09/18 11:59:04 PM,5252.3,5329.6,19.97,,,,,,,,
27,07/10/18 12:29:04 AM,5248.4,5328.9,19.97,,,,,,,,
28,07/10/18 12:59:04 AM,5255.0,5327.0,19.96,,,,,,,,
29,07/10/18 01:29:04 AM,5251.0,5328.9,19.96,,,,,,,,
30,07/10/18 01:59:04 AM,5251.0,5327.0,19.95,,,,,,,,
31,07/10/18 02:29:04 AM,5251.0,5328.3,19.95,,,,,,,,
32,07/10/18 02:59:04 AM,5256.3,5330.2,19.94,,,,,,,,
33,07/10/18 03:29:04 AM,5256.3,5330.8,19.94,,,,,,,,
34,07/10/18 03:59:04 AM,5255.0,5330.8,19.94,,,,,,,,
35,07/10/18 04:29:04 AM,5255.6,5330.8,19.94,,,,,,,,
36,07/10/18 04:59:04 AM,5257.6,5330.8,19.94,,,,,,,,
37,07/10/18 05:29:04 AM,5257.6,5330.8,19.94,,,,,,,,
38,07/10/18 05:59:04 AM,5257.0,5330.8,19.93,,,,,,,,
39,07/10/18 06:29:04 AM,5256.3,5330.2,19.93,,,,,,,,
40,07/10/18 06:59:04 AM,5256.3,5330.2,19.93,,,,,,,,
41,07/10/18 07:29:04 AM,5256.3,5329.6,19.93,,,,,,,,
42,07/10/18 07:59:04 AM,5255.0,5329.6,19.93,,,,,,,,
43,07/10/18 08:29:04 AM,5255.6,5328.3,19.91,,,,,,,,
44,07/10/18 08:59:04 AM,5254.3,5326.3,19.91,,,,,,,,
45,07/10/18 09:29:04 AM,5257.6,5327.6,19.91,,,,,,,,
46,07/10/18 09:59:04 AM,5254.3,5326.3,19.91,,,,,,,,
47,07/10/18 10:29:04 AM,5253.0,5325.7,19.91,,,,,,,,
48,07/10/18 10:59:04 AM,5256.3,5323.7,19.90,,,,,,,,
49,07/10/18 11:29:04 AM,5255.6,5323.1,19.90,,,,,,,,
50,07/10/18 11:59:04 AM,5255.6,5322.5,19.90,,,,,,,,
51,07/10/18 12:29:04 PM,5251.7,5322.5,19.89,,,,,,,,
52,07/10/18 12:59:04 PM,5251.0,5321.2,19.89,,,,,,,,
53,07/10/18 01:29:04 PM,5251.0,5320.5,19.89,,,,,,,,
54,07/10/18 01:59:04 PM,5250.4,5318.6,19.88,,,,,,,,
55,07/10/18 02:29:04 PM,5249.7,5317.9,19.88,,,,,,,,
56,07/10/18 02:59:04 PM,5252.3,5317.9,19.87,,,,,,,,
57,07/10/18 03:29:04 PM,5249.7,5317.9,19.87,,,,,,,,
58,07/10/18 03:59:04 PM,5251.7,5316.6,19.87,,,,,,,,
59,07/10/18 04:29:04 PM,5251.7,5317.9,19.86,,,,,,,,
60,07/10/18 04:59:04 PM,5251.0,5316.6,19.86,,,,,,,,
61,07/10/18 05:29:04 PM,5251.0,5316.6,19.86,,,,,,,,
62,07/10/18 05:59:04 PM,5250.4,5316.0,19.86,,,,,,,,
63,07/10/18 06:29:04 PM,5250.4,5314.1,19.84,,,,,,,,
64,07/10/18 06:59:04 PM,5250.4,5312.1,19.84,,,,,,,,
65,07/10/18 07:29:04 PM,5249.7,5312.1,19.84,,,,,,,,
66,07/10/18 07:59:04 PM,5249.7,5310.8,19.84,,,,,,,,
67,07/10/18 08:29:04 PM,5246.4,5309.5,19.83,,,,,,,,
68,07/10/18 08:59:04 PM,5245.1,5308.9,19.83,,,,,,,,
69,07/10/18 09:29:04 PM,5245.1,5307.0,19.83,,,,,,,,
70,07/10/18 09:59:04 PM,5245.1,5307.6,19.83,,,,,,,,
71,07/10/18 10:29:04 PM,5244.4,5307.0,19.83,,,,,,,,
72,07/10/18 10:59:04 PM,5247.7,5307.0,19.83,,,,,,,,
73,07/10/18 11:29:04 PM,5243.8,5306.3,19.83,,,,,,,,
74,07/10/18 11:59:04 PM,5243.8,5306.3,19.83,,,,,,,,
75,07/11/18 12:29:04 AM,5243.8,5305.0,19.84,,,,,,,,
76,07/11/18 12:59:04 AM,5245.7,5306.3,19.83,,,,,,,,
77,07/11/18 01:29:04 AM,5245.1,5307.0,19.83,,,,,,,,
78,07/11/18 01:59:04 AM,5248.4,5307.0,19.84,,,,,,,,
79,07/11/18 02:29:04 AM,5248.4,5308.3,19.84,,,,,,,,
80,07/11/18 02:59:04 AM,5252.3,5308.9,19.84,,,,,,,,
81,07/11/18 03:29:04 AM,5251.0,5310.8,19.86,,,,,,,,
82,07/11/18 03:59:04 AM,5254.3,5312.8,19.84,,,,,,,,
83,07/11/18 04:29:04 AM,5259.6,5316.6,19.86,,,,,,,,
84,07/11/18 04:59:04 AM,5260.3,5319.2,19.86,,,,,,,,
85,07/11/18 05:29:04 AM,5262.2,5322.5,19.87,,,,,,,,
86,07/11/18 05:59:04 AM,5264.9,5325.0,19.87,,,,,,,,
87,07/11/18 06:29:04 AM,5268.2,5325.7,19.87,,,,,,,,
88,07/11/18 06:59:04 AM,5268.2,5327.0,19.88,,,,,,,,
89,07/11/18 07:29:04 AM,5270.2,5328.9,19.88,,,,,,,,
90,07/11/18 07:59:04 AM,5273.5,5329.6,19.89,,,,,,,,
91,07/11/18 08:29:04 AM,5273.5,5331.5,19.89,,,,,,,,
92,07/11/18 08:59:04 AM,5276.8,5332.1,19.90,,,,,,,,
93,07/11/18 09:29:04 AM,5275.4,5334.1,19.90,,,,,,,,
94,07/11/18 09:59:04 AM,5279.4,5335.4,19.90,,,,,,,,
95,07/11/18 10:29:04 AM,5278.8,5337.3,19.91,,,,,,,,
96,07/11/18 10:59:04 AM,5282.1,5337.3,19.91,,,,,,,,
97,07/11/18 11:29:04 AM,5280.7,5337.9,19.93,,,,,,,,
98,07/11/18 11:59:04 AM,5283.4,5337.9,19.93,,,,,,,,
99,07/11/18 12:29:04 PM,5283.4,5337.9,19.93,,,,,,,,
100,07/11/18 12:59:04 PM,5283.4,5337.9,19.93,,,,,,,,
101,07/11/18 01:29:04 PM,5279.4,5337.9,19.94,,,,,,,,
102,07/11/18 01:59:04 PM,5282.7,5337.9,19.94,,,,,,,,
103,07/11/18 02:29:04 PM,5282.7,5339.2,19.94,,,,,,,,
104,07/11/18 02:59:04 PM,5282.7,5337.9,19.94,,,,,,,,
105,07/11/18 03:29:04 PM,5282.1,5337.9,19.95,,,,,,,,
106,07/11/18 03:59:04 PM,5282.1,5337.9,19.95,,,,,,,,
107,07/11/18 04:29:04 PM,5282.1,5337.9,19.95,,,,,,,,
108,07/11/18 04:59:04 PM,5282.1,5337.9,19.95,,,,,,,,
109,07/11/18 05:29:04 PM,5284.0,5337.3,19.96,,,,,,,,
110,07/11/18 05:59:04 PM,5284.0,5337.3,19.96,,,,,,,,
111,07/11/18 06:29:04 PM,5284.0,5337.3,19.96,,,,,,,,
112,07/11/18 06:59:04 PM,5280.1,5337.3,19.96,,,,,,,,
113,07/11/18 07:29:04 PM,5280.1,5336.7,19.96,,,,,,,,
114,07/11/18 07:59:04 PM,5284.0,5338.6,19.97,,,,,,,,
115,07/11/18 08:29:04 PM,5282.7,5337.3,19.97,,,,,,,,
116,07/11/18 08:59:04 PM,5282.7,5337.3,19.97,,,,,,,,
117,07/11/18 09:29:04 PM,5282.7,5337.3,19.98,,,,,,,,
118,07/11/18 09:59:04 PM,5282.1,5336.0,19.98,,,,,,,,
119,07/11/18 10:29:04 PM,5282.7,5337.3,20.00,,,,,,,,
120,07/11/18 10:59:04 PM,5282.1,5336.7,19.98,,,,,,,,
121,07/11/18 11:29:04 PM,5284.7,5336.7,20.00,,,,,,,,
122,07/11/18 11:59:04 PM,5281.4,5336.0,20.00,,,,,,,,
123,07/12/18 12:29:04 AM,5282.1,5336.0,20.01,,,,,,,,
124,07/12/18 12:59:04 AM,5284.0,5336.7,20.01,,,,,,,,
125,07/12/18 01:29:04 AM,5284.0,5337.3,20.02,,,,,,,,
126,07/12/18 01:59:04 AM,5284.7,5337.3,20.02,,,,,,,,
127,07/12/18 02:29:04 AM,5284.0,5337.3,20.02,,,,,,,,
128,07/12/18 02:59:04 AM,5284.0,5339.2,20.03,,,,,,,,
129,07/12/18 03:29:04 AM,5287.4,5340.5,20.03,,,,,,,,
130,07/12/18 03:59:04 AM,5286.7,5341.2,20.04,,,,,,,,
131,07/12/18 04:29:04 AM,5289.3,5343.8,20.04,,,,,,,,
132,07/12/18 04:59:04 AM,5292.0,5345.7,20.05,,,,,,,,
133,07/12/18 05:29:04 AM,5308.5,5362.5,20.05,,,,,,,,
134,07/12/18 05:59:04 AM,5321.1,5374.8,20.07,,,,,,,,
135,07/12/18 06:29:04 AM,5323.8,5380.0,20.08,,,,,,,,
136,07/12/18 06:59:04 AM,5330.4,5383.8,20.08,,,,,,,,
137,07/12/18 07:29:04 AM,5330.4,5387.7,20.09,,,,,,,,
138,07/12/18 07:59:04 AM,5333.1,5388.4,20.10,,,,,,,,
139,07/12/18 08:29:04 AM,5333.1,5386.4,20.10,,,,,,,,
140,07/12/18 08:59:04 AM,5330.4,5383.8,20.11,,,,,,,,
141,07/12/18 09:29:04 AM,5330.4,5381.9,20.11,,,,,,,,
142,07/12/18 09:59:04 AM,5330.4,5381.9,20.12,,,,,,,,
143,07/12/18 10:29:04 AM,5326.4,5381.9,20.12,,,,,,,,
144,07/12/18 10:59:04 AM,5326.4,5381.3,20.12,,,,,,,,
145,07/12/18 11:29:04 AM,5326.4,5380.0,20.12,,,,,,,,
146,07/12/18 11:59:04 AM,5326.4,5380.0,20.12,,,,,,,,
147,07/12/18 12:29:04 PM,5326.4,5380.0,20.12,,,,,,,,
148,07/12/18 12:59:04 PM,5326.4,5379.3,20.12,,,,,,,,
149,07/12/18 01:29:04 PM,5325.8,5379.3,20.12,,,,,,,,
150,07/12/18 01:59:04 PM,5325.8,5379.3,20.13,,,,,,,,
151,07/12/18 02:29:04 PM,5326.4,5379.3,20.13,,,,,,,,
152,07/12/18 02:59:04 PM,5325.8,5379.3,20.13,,,,,,,,
153,07/12/18 03:29:04 PM,5326.4,5380.0,20.12,,,,,,,,
154,07/12/18 03:59:04 PM,5325.8,5379.3,20.12,,,,,,,,
155,07/12/18 04:29:04 PM,5325.8,5379.3,20.12,,,,,,,,
156,07/12/18 04:59:04 PM,5325.1,5378.7,20.12,,,,,,,,
157,07/12/18 05:29:04 PM,5325.1,5377.4,20.12,,,,,,,,
158,07/12/18 05:59:04 PM,5325.1,5376.7,20.12,,,,,,,,
159,07/12/18 06:29:04 PM,5321.8,5375.4,20.12,,,,,,,,
160,07/12/18 06:59:04 PM,5321.8,5374.8,20.12,,,,,,,,
161,07/12/18 07:29:04 PM,5321.8,5372.8,20.11,,,,,,,,
162,07/12/18 07:59:04 PM,5318.5,5372.2,20.11,,,,,,,,
163,07/12/18 08:29:04 PM,5317.8,5370.3,20.11,,,,,,,,
164,07/12/18 08:59:04 PM,5317.8,5368.3,20.11,,,,,,,,
165,07/12/18 09:29:04 PM,5315.2,5367.7,20.12,,,,,,,,
166,07/12/18 09:59:04 PM,5311.8,5364.4,20.11,,,,,,,,
167,07/12/18 10:29:04 PM,5311.8,5363.8,20.12,,,,,,,,
168,07/12/18 10:59:04 PM,5308.5,5361.9,20.11,,,,,,,,
169,07/12/18 11:29:04 PM,5307.9,5359.3,20.12,,,,,,,,
170,07/12/18 11:59:04 PM,5305.9,5358.0,20.12,,,,,,,,
171,07/13/18 12:29:04 AM,5307.2,5359.3,20.12,,,,,,,,
172,07/13/18 12:59:04 AM,5305.2,5356.7,20.12,,,,,,,,
173,07/13/18 01:29:04 AM,5307.2,5359.3,20.12,,,,,,,,
174,07/13/18 01:59:04 AM,5307.2,5359.3,20.13,,,,,,,,
175,07/13/18 02:29:04 AM,5307.2,5359.9,20.12,,,,,,,,
176,07/13/18 02:59:04 AM,5309.9,5359.9,20.12,,,,,,,,
177,07/13/18 03:29:04 AM,5404.2,5455.7,20.17,,,,,,,,
178,07/13/18 03:59:04 AM,5884.2,5955.9,20.41,,,,,,,,
179,07/13/18 04:29:04 AM,5808.9,5880.0,20.15,,,,,,,,
180,07/13/18 04:59:04 AM,5785.0,5852.4,20.10,,,,,,,,
181,07/13/18 05:29:04 AM,5770.7,5835.3,20.12,,,,,,,,
182,07/13/18 05:59:04 AM,5763.9,5831.3,20.15,,,,,,,,
183,07/13/18 06:29:04 AM,5774.1,5837.9,20.19,,,,,,,,
184,07/13/18 06:59:04 AM,5776.8,5839.9,20.20,,,,,,,,
185,07/13/18 07:29:04 AM,5778.9,5839.2,20.22,,,,,,,,
186,07/13/18 07:59:04 AM,5778.9,5839.2,20.23,,,,,,,,
187,07/13/18 08:29:04 AM,5778.2,5837.9,20.23,,,,,,,,
188,07/13/18 08:59:04 AM,5778.9,5837.9,20.24,,,,,,,,
189,07/13/18 09:29:04 AM,5780.2,5839.2,20.25,,,,,,,,
190,07/13/18 09:59:04 AM,5779.6,5839.2,20.25,,,,,,,,
191,07/13/18 10:29:04 AM,5779.6,5838.5,20.25,,,,,,,,
192,07/13/18 10:59:04 AM,5781.6,5839.9,20.25,,,,,,,,
193,07/13/18 11:29:04 AM,5780.9,5839.9,20.24,,,,,,,,
194,07/13/18 11:59:04 AM,5780.9,5839.9,20.25,,,,,,,,
195,07/13/18 12:29:04 PM,5784.3,5840.5,20.25,,,,,,,,
196,07/13/18 12:59:04 PM,5783.0,5841.8,20.25,,,,,,,,
197,07/13/18 01:29:04 PM,5785.7,5841.8,20.25,,,,,,,,
198,07/13/18 01:59:04 PM,5785.7,5842.5,20.25,,,,,,,,
199,07/13/18 02:29:04 PM,5787.7,5843.8,20.25,,,,,,,,
200,07/13/18 02:59:04 PM,5785.7,5843.8,20.26,,,,,,,,
201,07/13/18 03:29:04 PM,5784.3,5842.5,20.26,,,,,,,,
202,07/13/18 03:59:04 PM,5787.7,5842.5,20.26,,,,,,,,
203,07/13/18 04:29:04 PM,5783.6,5843.8,20.26,,,,,,,,
204,07/13/18 04:59:04 PM,5787.1,5842.5,20.26,,,,,,,,
205,07/13/18 05:29:04 PM,5787.1,5843.8,20.26,,,,,,,,
206,07/13/18 05:59:04 PM,5789.1,5842.5,20.26,,,,,,,,
207,07/13/18 06:29:04 PM,5785.7,5843.8,20.26,,,,,,,,
208,07/13/18 06:59:04 PM,5788.4,5842.5,20.26,,,,,,,,
209,07/13/18 07:29:04 PM,5788.4,5842.5,20.26,,,,,,,,
210,07/13/18 07:59:04 PM,5785.7,5844.5,20.26,,,,,,,,
211,07/13/18 08:29:04 PM,5789.1,5843.8,20.26,,,,,,,,
212,07/13/18 08:59:04 PM,5788.4,5843.8,20.26,,,,,,,,
213,07/13/18 09:29:04 PM,5785.0,5843.8,20.26,,,,,,,,
214,07/13/18 09:59:04 PM,5789.1,5842.5,20.26,,,,,,,,
215,07/13/18 10:29:04 PM,5787.1,5842.5,20.27,,,,,,,,
216,07/13/18 10:59:04 PM,5788.4,5843.8,20.27,,,,,,,,
217,07/13/18 11:29:04 PM,5787.1,5844.5,20.27,,,,,,,,
218,07/13/18 11:59:04 PM,5787.1,5843.8,20.27,,,,,,,,
219,07/14/18 12:29:04 AM,5787.1,5844.5,20.27,,,,,,,,
220,07/14/18 12:59:04 AM,5789.8,5844.5,20.27,,,,,,,,
221,07/14/18 01:29:04 AM,5789.8,5844.5,20.27,,,,,,,,
222,07/14/18 01:59:04 AM,5789.8,5844.5,20.27,,,,,,,,
223,07/14/18 02:29:04 AM,5789.8,5844.5,20.27,,,,,,,,
224,07/14/18 02:59:04 AM,5789.8,5845.8,20.27,,,,,,,,
225,07/14/18 03:29:04 AM,5789.8,5844.5,20.27,,,,,,,,
226,07/14/18 03:59:04 AM,5793.2,5845.8,20.29,,,,,,,,
227,07/14/18 04:29:04 AM,5789.8,5845.8,20.29,,,,,,,,
228,07/14/18 04:59:04 AM,5791.1,5845.8,20.27,,,,,,,,
229,07/14/18 05:29:04 AM,5971.6,6033.4,20.42,,,,,,,,
230,07/14/18 05:59:04 AM,5926.8,5987.7,20.33,,,,,,,,
231,07/14/18 06:29:04 AM,5904.1,5966.5,20.32,,,,,,,,
232,07/14/18 06:59:04 AM,5901.4,5961.9,20.32,,,,,,,,
233,07/14/18 07:29:04 AM,5900.7,5959.9,20.31,,,,,,,,
234,07/14/18 07:59:04 AM,5891.1,5952.0,20.31,,,,,,,,
235,07/14/18 08:29:04 AM,5884.2,5944.7,20.31,,,,,,,,
236,07/14/18 08:59:04 AM,5886.2,5944.0,20.32,,,,,,,,
237,07/14/18 09:29:04 AM,5884.9,5942.1,20.31,,,,,,,,
238,07/14/18 09:59:04 AM,5880.8,5940.1,20.32,,,,,,,,
239,07/14/18 10:29:04 AM,5884.2,5938.1,20.32,,,,,,,,
240,07/14/18 10:59:04 AM,5880.8,5938.8,20.32,,,,,,,,
241,07/14/18 11:29:04 AM,5881.4,5938.1,20.32,,,,,,,,
242,07/14/18 11:59:04 AM,5881.4,5936.8,20.31,,,,,,,,
243,07/14/18 12:29:04 PM,5878.0,5936.8,20.31,,,,,,,,
244,07/14/18 12:59:04 PM,5882.8,5936.8,20.30,,,,,,,,
245,07/14/18 01:29:04 PM,5881.4,5936.1,20.31,,,,,,,,
246,07/14/18 01:59:04 PM,5881.4,5936.1,20.30,,,,,,,,
247,07/14/18 02:29:04 PM,5881.4,5936.1,20.30,,,,,,,,
248,07/14/18 02:59:04 PM,5877.3,5934.8,20.30,,,,,,,,
249,07/14/18 03:29:04 PM,5880.8,5934.8,20.29,,,,,,,,
250,07/14/18 03:59:04 PM,5877.3,5934.8,20.29,,,,,,,,
251,07/14/18 04:29:04 PM,5880.8,5934.1,20.29,,,,,,,,
252,07/14/18 04:59:04 PM,5876.0,5932.8,20.29,,,,,,,,
253,07/14/18 05:29:04 PM,5873.2,5932.2,20.27,,,,,,,,
254,07/14/18 05:59:04 PM,5877.3,5930.8,20.27,,,,,,,,
255,07/14/18 06:29:04 PM,5876.0,5930.8,20.26,,,,,,,,
256,07/14/18 06:59:04 PM,5872.5,5930.2,20.26,,,,,,,,
257,07/14/18 07:29:04 PM,5872.5,5928.9,20.26,,,,,,,,
258,07/14/18 07:59:04 PM,5871.2,5928.9,20.26,,,,,,,,
259,07/14/18 08:29:04 PM,5867.7,5926.9,20.25,,,,,,,,
260,07/14/18 08:59:04 PM,5872.5,5926.9,20.25,,,,,,,,
261,07/14/18 09:29:04 PM,5871.2,5926.2,20.24,,,,,,,,
262,07/14/18 09:59:04 PM,5870.5,5926.2,20.24,,,,,,,,
263,07/14/18 10:29:04 PM,5870.5,5924.9,20.24,,,,,,,,
264,07/14/18 10:59:04 PM,5870.5,5924.2,20.24,,,,,,,,
265,07/14/18 11:29:04 PM,5869.1,5922.2,20.24,,,,,,,,
266,07/14/18 11:59:04 PM,5866.4,5922.2,20.24,,,,,,,,
267,07/15/18 12:29:04 AM,5867.7,5922.2,20.24,,,,,,,,
268,07/15/18 12:59:04 AM,5865.7,5922.2,20.23,,,,,,,,
269,07/15/18 01:29:04 AM,5866.4,5920.9,20.23,,,,,,,,
270,07/15/18 01:59:04 AM,5866.4,5920.9,20.23,,,,,,,,
271,07/15/18 02:29:04 AM,5865.7,5920.9,20.23,,,,,,,,
272,07/15/18 02:59:04 AM,5865.7,5920.3,20.23,,,,,,,,
273,07/15/18 03:29:04 AM,5865.7,5918.9,20.23,,,,,,,,
274,07/15/18 03:59:04 AM,5865.7,5918.9,20.23,,,,,,,,
275,07/15/18 04:29:04 AM,5865.7,5917.0,20.23,,,,,,,,
276,07/15/18 04:59:04 AM,5864.3,5918.3,20.23,,,,,,,,
277,07/15/18 05:29:04 AM,5860.9,5917.6,20.23,,,,,,,,
278,07/15/18 05:59:04 AM,5872.5,5927.5,20.22,,,,,,,,
279,07/15/18 06:29:04 AM,5952.3,6014.8,20.22,,,,,,,,
280,07/15/18 06:59:04 AM,5955.7,6017.5,20.19,,,,,,,,
281,07/15/18 07:29:04 AM,5955.7,6013.5,20.23,,,,,,,,
282,07/15/18 07:59:04 AM,5957.1,6015.5,20.24,,,,,,,,
283,07/15/18 08:29:04 AM,5952.3,6008.9,20.25,,,,,,,,
284,07/15/18 08:59:04 AM,5947.4,6002.3,20.26,,,,,,,,
285,07/15/18 09:29:04 AM,5942.6,6000.3,20.26,,,,,,,,
286,07/15/18 09:59:04 AM,5941.2,5998.9,20.26,,,,,,,,
287,07/15/18 10:29:04 AM,5942.6,6000.9,20.27,,,,,,,,
288,07/15/18 10:59:04 AM,5946.1,6002.3,20.27,,,,,,,,
289,07/15/18 11:29:04 AM,5945.4,6000.9,20.29,,,,,,,,
290,07/15/18 11:59:04 AM,5946.1,6002.3,20.29,,,,,,,,
291,07/15/18 12:29:04 PM,5945.4,6000.9,20.29,,,,,,,,
292,07/15/18 12:59:04 PM,5944.0,6000.9,20.29,,,,,,,,
293,07/15/18 01:29:04 PM,5948.8,6002.3,20.29,,,,,,,,
294,07/15/18 01:59:04 PM,5945.4,6002.9,20.30,,,,,,,,
295,07/15/18 02:29:04 PM,5948.8,6004.2,20.30,,,,,,,,
296,07/15/18 02:59:04 PM,5946.1,6004.9,20.30,,,,,,,,
297,07/15/18 03:29:04 PM,5945.4,6004.9,20.30,,,,,,,,
298,07/15/18 03:59:04 PM,5947.4,6004.2,20.30,,,,,,,,
299,07/15/18 04:29:04 PM,5948.8,6002.9,20.30,,,,,,,,
300,07/15/18 04:59:04 PM,5947.4,6002.3,20.30,,,,,,,,
301,07/15/18 05:29:04 PM,5947.4,6002.3,20.30,,,,,,,,
302,07/15/18 05:59:04 PM,5944.0,6000.9,20.30,,,,,,,,
303,07/15/18 06:29:04 PM,5947.4,6000.9,20.30,,,,,,,,
304,07/15/18 06:59:04 PM,5947.4,6002.3,20.30,,,,,,,,
305,07/15/18 07:29:04 PM,5944.0,6000.3,20.29,,,,,,,,
306,07/15/18 07:59:04 PM,5947.4,6000.3,20.30,,,,,,,,
307,07/15/18 08:29:04 PM,5942.6,6000.3,20.30,,,,,,,,
308,07/15/18 08:59:04 PM,5946.7,6000.3,20.30,,,,,,,,
309,07/15/18 09:29:04 PM,5942.6,5998.9,20.30,,,,,,,,
310,07/15/18 09:59:04 PM,5942.6,5998.3,20.30,,,,,,,,
311,07/15/18 10:29:04 PM,5942.6,5998.9,20.31,,,,,,,,
312,07/15/18 10:59:04 PM,5941.9,5998.9,20.30,,,,,,,,
313,07/15/18 11:29:04 PM,5941.9,5998.3,20.31,,,,,,,,
314,07/15/18 11:59:04 PM,5941.9,5998.3,20.30,,,,,,,,
315,07/16/18 12:29:04 AM,5942.6,5998.3,20.31,,,,,,,,
316,07/16/18 12:59:04 AM,5940.5,5997.0,20.31,,,,,,,,
317,07/16/18 01:29:04 AM,5944.0,5998.3,20.31,,,,,,,,
318,07/16/18 01:59:04 AM,5940.5,5998.9,20.31,,,,,,,,
319,07/16/18 02:29:04 AM,5941.9,5997.0,20.31,,,,,,,,
320,07/16/18 02:59:04 AM,5945.4,5997.0,20.32,,,,,,,,
321,07/16/18 03:29:04 AM,5941.9,5997.0,20.31,,,,,,,,
322,07/16/18 03:59:04 AM,5940.5,5997.0,20.31,,,,,,,,
323,07/16/18 04:29:04 AM,5944.0,5997.0,20.32,,,,,,,,
324,07/16/18 04:59:04 AM,5940.5,5997.0,20.32,,,,,,,,
325,07/16/18 05:29:04 AM,5939.2,5997.0,20.32,,,,,,,,
326,07/16/18 05:59:04 AM,5940.5,5995.6,20.32,,,,,,,,
327,07/16/18 06:29:04 AM,5939.2,5995.0,20.33,,,,,,,,
328,07/16/18 06:59:04 AM,5939.2,5995.6,20.32,,,,,,,,
329,07/16/18 07:29:04 AM,5956.4,6008.9,20.34,,,,,,,,
330,07/16/18 07:59:04 AM,6060.8,6120.4,20.40,,,,,,,,
331,07/16/18 08:29:04 AM,6046.2,6107.1,20.38,,,,,,,,
332,07/16/18 08:59:04 AM,6036.5,6098.5,20.38,,,,,,,,
333,07/16/18 09:29:04 AM,6030.3,6089.8,20.38,,,,,,,,
334,07/16/18 09:59:04 AM,6026.8,6085.8,20.38,,,,,,,,
335,07/16/18 10:29:04 AM,6026.8,6085.2,20.39,,,,,,,,
336,07/16/18 10:59:04 AM,6025.5,6087.2,20.40,,,,,,,,
337,07/16/18 11:29:04 AM,6028.9,6085.2,20.40,,,,,,,,
338,07/16/18 11:32:09 AM,,,,,,,,,Logged,,
339,07/16/18 11:32:18 AM,,,,,,,,,,Logged,Logged
340,07/16/18 11:59:04 AM,6006.1,6069.9,20.71,,,,,,,,
341,07/16/18 12:29:04 PM,5953.6,6014.8,20.55,,,,,,,,
342,07/16/18 12:59:04 PM,5939.2,6000.3,20.49,,,,,,,,
343,07/16/18 01:29:04 PM,5934.4,5995.0,20.46,,,,,,,,
344,07/16/18 01:59:04 PM,5930.9,5991.0,20.45,,,,,,,,
345,07/16/18 02:29:04 PM,5926.1,5987.0,20.45,,,,,,,,
346,07/16/18 02:59:04 PM,5924.7,5985.0,20.44,,,,,,,,
347,07/16/18 03:29:04 PM,5926.1,5985.0,20.44,,,,,,,,
348,07/16/18 03:59:04 PM,5921.3,5984.4,20.44,,,,,,,,
349,07/16/18 04:29:04 PM,5926.1,5983.1,20.44,,,,,,,,
350,07/16/18 04:59:04 PM,5921.3,5981.7,20.44,,,,,,,,
351,07/16/18 05:29:04 PM,5924.7,5981.7,20.45,,,,,,,,
